id,name,sex,height,weight,team
13824,Nikolay Kirilov Botev,M,0,0,Bulgaria-2
13825,Pavel Velichkov Botev,M,165,62,Bulgaria
13826,Mihai Botez,M,0,0,Romania
13827,Mihaela Maria Botezan,F,160,46,Romania
13828,Evelyn Botfield (-Bender),F,166,58,Australia
13829,Christiaan Johannes Petrus Both,M,0,0,Netherlands
13830,Maria Both,F,0,0,Romania
13831,Marjolijn Both,F,169,57,Netherlands
13832,Heidi Botha,F,0,0,South Africa
13833,"Johannes Jacobus ""Johan"" Botha",M,181,68,South Africa
13834,Karen Botha (Kruger-),F,162,58,South Africa
13835,Louis Christiaan Botha,M,0,0,South Africa
13836,Riaan Johannes Botha,M,186,82,South Africa
13837,Stephanus Jan Ferdinand Botha,M,192,86,South Africa
13838,Tyler Botha,M,196,96,South Africa
13839,Werner Botha,M,186,73,South Africa
13840,"Willem Christiaan ""Willie"" Botha",M,0,0,South Africa
13841,Jean Annabel Botham,F,0,0,Great Britain
13842,"Frank Royston ""Roy"" Botham",M,0,0,Great Britain
13843,Detlef Bothe,M,169,75,East Germany
13844,Heinz-Jrgen Bothe,M,195,91,East Germany
13845,Bertil Bothn,M,0,0,Marga-2
13846,Bjrn Birger Alexander Bothn,M,0,0,Marga-2
13847,Myrtle Lynette Bothma (-Simpson),F,174,57,South Africa
13848,Fernand Bothy,M,0,0,Belgium
13849,Alberto Toms Bota Rabasco,M,189,82,Spain
13850,Mihai Boil,M,159,59,Romania
13851,Carlos Botn Polanco,M,0,0,Spain
13852,Diego Botn Sanz de Sautuola Le Chever,M,183,81,Spain
13853,Louis Marcel Botinelly,M,0,0,France
13854,"Molly Ray Botkin (-Rossiter, -Trees)",F,173,61,United States
13855,Christine Botlogetswe,F,170,65,Botswana
13856,Anita Botnen (-Fisher),F,165,53,Canada
13857,Andrs Botos,M,166,60,Hungary
13858,"Ikomoniya ""Biko"" Botowamungu",M,190,98,Austria
13859,Peter Frits Bots,M,182,73,Netherlands
13860,"Elizabeth Anne ""Beth"" Botsford",F,165,49,United States
13861,Markus Bott,M,184,82,West Germany
13862,Richard Edward A. Bott,M,0,0,Great Britain
13863,Miguel ngel Botta,M,163,51,Argentina
13864,Patricia Bottani,F,170,53,Switzerland
13865,Gnter Bttcher,M,188,86,West Germany
13866,Werner Bttcher,M,178,64,Germany
13867,Walter Bottega,M,202,93,Italy
13868,"Edward ""Ed"" Botterell",M,170,64,Serendipity
13869,Stphane Botteri,M,176,72,France
13870,Jennifer Lori Botterill,F,175,71,Canada
13871,"Margherita ""Rita"" Bottero",F,0,0,Italy
13872,Rudolf Bttger,M,0,0,Austria
13873,Michael C. Botticelli,M,0,0,United States-2
13874,Joachim Bottieau,M,180,81,Belgium
13875,Rita Bottiglieri,F,170,62,Italy
13876,Jrmy Bottin,M,186,90,Monaco
13877,Lucien Bottin,M,0,0,Belgium
13878,"Stephen ""Steve"" Botting",M,178,78,Canada
13879,Alberto Bottini,M,188,74,Switzerland
13880,Filippo Emanuele Bottino,M,0,99,Italy
13881,Emil Bottlang,M,0,0,Switzerland
13882,"Joseph Stuart ""Joe"" Bottom",M,194,87,United States
13883,Esther Bottomley,F,167,58,Australia
13884,Alessandro Bottoni,M,179,67,Italy
13885,Christoph Bottoni,M,185,80,Switzerland
13886,Flaminio Bottoni,M,0,0,Italy
13887,Chantal Botts,F,165,75,South Africa
13888,Roy Bottse,M,190,74,Suriname
13889,Oprando Bottura,M,0,0,Italy
13890,Mikhail Botvinov,M,185,80,Unified Team
13891,Kaltoum Bouaasayriya,F,157,46,Morocco
13892,Hatem Bouabid,M,165,65,Tunisia
13893,Ali Bouachra,M,164,67,Morocco
13894,Atika Bouagaa,F,181,68,Germany
13895,Mohamed Bouaichaoui,M,178,120,Algeria
13896,Rachid Bouaita,M,169,54,France
13897,Wajdi Bouallgue,M,172,68,Tunisia
13898,Kacem Bouallouche,M,167,60,Morocco
13899,Abdel Djalil Bouanani,M,0,0,Algeria
13900,Mahmoud Bouanik,M,194,87,Algeria
13901,Chafik Bouaoud,M,177,74,Algeria
13902,Hicham Bouaouiche,M,174,63,Morocco
13903,mile Bouard,M,0,0,France
13904,Riadh Ben Khemais Bouazizi,M,186,79,Tunisia
13905,Ahmed Bouazza,M,163,53,Morocco
13906,Fathallah Bouazzaoui,M,185,74,Morocco
13907,Bchir Bouazzat,M,0,0,France
13908,Ins Boubakri,F,167,56,Tunisia
13909,Didier Boub,M,180,70,France
13910,Mohamed Boubekeur,M,170,63,Morocco
13911,Leek Boubela,M,0,0,Czechoslovakia
13912,Elika Boubelov,F,0,0,Czechoslovakia
13913,Mohamed Bouboud,M,174,63,Morocco
13914,Vanessa Boubryemm,F,166,48,France
13915,Leila Boucetta,F,160,50,Algeria
13916,Henry Charles Boucha,M,186,84,United States
13917,Noureddine Bouchaal,M,0,0,Morocco
13918,Oarda Bouchabou,F,0,0,Algeria
13919,Mohamed Bouchara,M,175,67,Morocco
13920,Antoine Bouchard,M,180,66,Canada
13921,"Carolin Ruth ""Cal"" Bouchard",F,173,64,Canada
13922,Dany Bouchard,M,177,75,Canada
13923,Dominique Bouchard,F,175,61,Canada
13924,Eugenie Bouchard,F,178,58,Canada
13925,Louis Henri Bouchard,M,0,0,France
13926,Landre Bouchard,M,193,81,Canada
13927,Maxim Bouchard,M,174,71,Canada
13928,"Patrick ""Pat"" Bouchard",M,177,78,Canada
13929,Sylvain Bouchard,M,178,88,Canada
13930,Derek A. Bouchard-Hall,M,187,74,United States
13931,Donatien Antonin Marie Bouch,M,0,0,L'Aile VI
13932,Salah Bouchekriou,M,179,81,Algeria
13933,"Robert ""Bob"" Boucher",M,175,77,Canada
13934,Dillon Matthew Boucher,M,196,98,New Zealand
13935,Gatan T. Boucher,M,171,72,Canada
13936,Gatan Boucher,M,170,75,Switzerland
13937,Karine Boucher,F,160,54,France
13938,Kelly Anne Boucher,F,187,74,Canada
13939,Renaud Boucher,M,188,85,France
13940,Ren Boucher,M,0,0,France
13941,Sara-Maude Boucher,F,170,73,Canada
13942,Pascal Boucherit,M,187,82,France
13943,Hugo Boucheron,M,195,90,France
13944,mile Bouchs,M,0,0,France
13945,Alain Pierre Marie Bouchet,M,0,0,France
13946,M. Bouchez,M,0,0,France
13947,Hicham Bouchicha,M,182,64,Algeria
13948,Mohamed Bouchiche,M,178,81,Algeria
13949,John D. M. N. Bouchier-Hayes,M,178,73,Ireland
13950,Bouchon,M,0,0,France
13951,Michel Bouchonnet,M,170,67,France
13952,Andr Bouchoule,M,185,82,France
13953,Redouane Bouchtouk,M,165,48,Morocco
13954,Rodrigue Boucka,M,0,0,Gabon
13955,Carl Bouckaert,M,181,75,Belgium
13956,Danil Ephrem Jean Odiel Bouckaert,M,0,0,Belgium
13957,Jules Henri Bouckaert,M,0,0,Cercle de l'Aviron Roubaix-4
13958,"Kharikleia ""Khara"" Bouda",F,176,61,Greece
13959,Thomas Boudat,M,175,69,France
13960,Chokri Boudchiche,M,0,0,Tunisia
13961,Jean Pierre Boudehen,M,175,68,France
13962,Bouabid Bouden,M,178,68,Morocco
13963,Sarah Boudens (-Baillie),F,163,67,Canada
13964,Amel Bouderra,F,163,0,France
13965,"Albertina Charlotte ""Nadia"" Boudesoque Noblecourt de Haro Oliva",F,0,0,Mexico
13966,Antoine Boudet,M,0,0,France
13967,Julienne Boudewijns,F,0,0,Belgium
13968,Rached Boudhina,M,180,74,Tunisia
13969,David Alasdair Boudia,M,175,73,United States
13970,Saoussen Boudiaf,F,173,69,France
13971,Sid Ali Boudina,M,178,73,Algeria
13972,Mohamed Boudjadja,M,175,68,Algeria
13973,Adem Boudjemline,M,180,85,Algeria
13974,Laurent Norden Boudouani,M,176,67,France
13975,Marc Boudoux,M,178,82,France
13976,Marie-Pierre Boudreau-Gagnon,F,165,55,Canada
13977,"Phillip ""Phil"" Boudreault",M,175,64,Canada
13978,Christine-Isabel Boudrias,F,165,61,Canada
13979,"Ronald Hermannus ""Ron"" Boudrie",M,201,92,Netherlands
13980,Anier Bou,M,192,87,Cuba
13981,Marcelle Cecilia Bouele Bondo,F,166,60,Congo (Brazzaville)
13982,Serge Bouemba,M,168,54,Gabon
13983,Arnaud Bouet,M,200,90,France
13984,Marc Bouet,M,177,73,France
13985,Farah Boufadene,F,155,55,Algeria
13986,Alain Bouffard,M,165,52,France
13987,Jean-Marie Bouffechoux,M,0,0,France
13988,Bernard Bouffinier,M,176,73,France
13989,"Herbert Clifford ""Bert"" Bouffler",M,183,71,Great Britain
13990,Noureddine Boughanmi,M,172,57,Tunisia
13991,Oussama Al-Boughanmi,M,185,87,Tunisia
13992,Thelma May Boughner,F,0,0,Canada
13993,"Helen Boughton-Leigh (Bendelari-, -McAlpin)",F,0,0,United States
13994,Antonios Bougiouris,M,180,81,Greece
13995,Gilbert Bougnol,M,0,0,France
13996,Ren Bougnol,M,168,0,France
13997,Samir Bouguerra,M,176,96,Algeria
13998,Youssef Bouguerra,M,174,74,Algeria
13999,Tarik Bouguetab,M,179,70,Morocco
14000,Albert Bouguin,M,0,0,France
14001,Sarah Bouhaddi,F,175,69,France
14002,Thomas Bouhail,M,166,61,France
14003,Abdelhak Bouhalissa,M,174,74,Algeria
14004,Mohamed Bouhalla,M,170,65,Algeria
14005,Cinthia Bouhier,F,166,51,France
14006,Mouhcine Bouhlal,M,0,0,Morocco
14007,Terry Bouhraoua,M,169,65,France
14008,David Sylvre Patrick Boui,M,187,68,Central African Republic
14009,R. Bouillet,M,0,0,France
14010,Alexandre Franois tienne Jean Bouin,M,172,70,France
14011,Marc mile Bouissou,M,0,0,France
14012,Nacera Boukamoum,F,0,0,Algeria
14013,Tarek Boukensa,M,178,62,Algeria
14014,Safia Boukhima,F,176,64,Algeria
14015,Dimitrios Boukis,M,187,116,Greece
14016,Ioulieta Boukouvala,F,173,57,Greece
14017,Benjamin Kudjow Thomas Boukpeti,M,176,73,Togo
14018,Marcel K. Boulad,M,0,0,Egypt
14019,Pierre Bouladou,M,0,74,France
14020,Kamal Boulahfane,M,185,72,Algeria
14021,Walid Boulahya,M,196,88,Tunisia
14022,Kawtar Boulaid,F,159,45,Morocco
14023,V. Boulakakis,M,0,0,Crete
14024,Brahim Boulami,M,180,64,Morocco
14025,Khalid Boulami,M,167,60,Morocco
14026,Boulanger,M,0,0,France
14027,David Boulanger,M,176,64,France
14028,Jacques Boulanger,M,0,0,France
14029,Marcel Boulanger,M,0,0,France
14030,Maurice Julien Boulanger,M,0,0,Belgium
14031,Ren Boulanger,M,0,0,France
14032,Vctor Boulanger,M,170,72,Peru
14033,Jean-Pierre Boulard,M,170,67,France
14034,Francine Boulay-Parizeau,F,170,61,Canada
14035,Jean A. Boulge,M,0,0,France
14036,Abdel Aziz Boulehia,M,170,54,Algeria
14037,Marcel Jacques Amand Romain Boulenger,M,0,0,France
14038,John Said Boulicault,M,0,0,United States
14039,Wilfrid Boulineau,M,180,68,France
14040,Guy-Elie Boulingui,M,162,51,Gabon
14041,Roland Boullanger,M,169,70,France
14042,Laure Pascale Boulleau,F,160,52,France
14043,Julien Joseph Jean  Boullery,M,0,0,France
14044,Alberto Luis Boullossa Dobal,M,0,0,Uruguay
14045,Fernand Boulmant,M,0,0,France
14046,Hassiba Boulmerka,F,158,49,Algeria
14047,Alfred Boulnois,M,0,0,France
14048,Isabelle Boulogne,F,165,60,France
14049,Michel Boulos,M,188,87,Canada
14050,Chouaib Bouloudinats,M,183,91,Algeria
14051,Robert Bouloux,M,179,72,France
14052,Beatrix Boulsevicz,F,169,63,Hungary
14053,"Jack Gardner ""Gard"" Boultbee",M,0,0,Caprice
14054,John Peter Boulter,M,185,68,Great Britain
14055,Raelene Boulton,F,171,61,Australia
14056,Kvin Bouly,M,177,95,France
14057,Casper Bouman,M,193,79,Netherlands
14058,"Cornelia ""Kea"" Bouman (-Tiedemann)",F,0,0,Netherlands
14059,"Pieter ""Piet"" Bouman, Jr.",M,0,0,Netherlands
14060,"Jacobus Alexander ""Sander"" Boumans",M,0,0,Belgium
14061,Georgios Boumboulis,M,0,0,Nautikos Omilos-3
14062,Huibert Gerard Boumeester,M,0,0,Netherlands
14063,Mira Boumejmajen,F,153,50,France
14064,Stella Boumi,F,172,58,Greece
14065,Peter Boumphrey,M,0,0,Great Britain
14066,Andr Bounal,M,0,0,France
14067,Al-Naceur Bounatouf,M,183,75,Tunisia
14068,Lad Bouneb,M,160,48,Algeria
14069,Baghdad Bounedjah,M,189,75,Algeria
14070,Boualong Boungnavong,F,155,50,Laos
14071,Khamseua Bounheuang,M,170,63,Laos
14072,Abdel Razzak Bounour,M,176,60,Algeria
14073,Harold Edward Bounsall,M,175,0,Canada
14074,Charles Edward Bounton,M,0,0,Great Britain
14075,Antonios Bountouris,M,187,87,Greece
14076,"Anastasios ""Tasos"" Bountouris",M,186,103,Greece
14077,Soufiyan Bouqantar,M,173,54,Morocco
14078,Cindy Lucie Bouque,F,0,0,Belgium
14079,Yves Bouquel,M,166,55,France
14080,Jules Bouquet,M,0,0,France
14081,Michel Bouquet,M,184,74,France
14082,Ali Bourai,M,170,70,Algeria
14083,Marcel Bouraine,M,0,0,France
14084,Abderrahhime Bouramdane,M,170,58,Morocco
14085,Djamel Bouras,M,184,78,France
14086,Hamza Bouras,M,170,73,Algeria
14087,Louis Bourassa,M,189,90,Canada
14088,Louis Bourban,M,0,0,Switzerland
14089,Allen Harold Bourbeau,M,175,79,United States
14090,Elaine Bourbeau,F,167,60,Canada
14091,Patrick Bourbeillon,M,178,76,France
14092,Roger Maurice Bourbonnais,M,175,79,Canada
14093,Ernest Albert Bourcier,M,0,0,France
14094,Hlne Bourdages,F,0,0,Canada
14095,Nicole Bourdiau (-Desanti),F,160,49,France
14096,Harles Daniel Bourdier Molinas,M,178,80,Paraguay
14097,Alberto Bourdilln,M,178,73,Argentina
14098,Thierry Bourdin,M,160,57,France
14099,Christophe Bourdon,M,186,77,France
14100,Petros Bourdoulis,M,193,118,Greece
14101,Stephen Norris Bourdow,M,193,89,United States
14102,Brahim Bourdrali,M,186,79,Algeria
14103,Grgory Bourdy,M,180,70,France
14104,Hubert Bourdy,M,172,65,France
14105,Lorys Bourelly,M,184,69,France
14106,Mickal Stphane Bourgain,M,181,77,France
14107,Fernand Bourgaux,M,0,0,Belgium
14108,Pierrick Bourgeat,M,184,89,France
14109,"Alexandre Marcel Paul Maurice ""Alex"" Bourgeois",M,0,0,Belgium
14110,Clia Bourgeois,F,169,56,France
14111,Jean-Marie Bourgeois,M,167,60,France
14112,Jol Denis Bourgeois,M,175,58,Canada
14113,Lloyd Henry Bourgeois,M,178,70,United States
14114,Yvonne Rene Suzanne  Bourgeois (-Le Quellec),F,0,0,France-2
14115,lodie Bourgeois-Pin,F,163,55,France
14116,Marie Joseph Eugne Bourgoin,M,0,0,France
14117,lie Louis Bourgois,M,0,0,France
14118,Bourgougnoux,M,0,0,France
14119,Mohamed Abdeldjalil Bourguieg,M,164,50,Algeria
14120,Edouard Bourguignon,M,0,0,Belgium
14121,Mounia Bourguigue,F,175,72,Morocco
14122,Jean-Pierre Renan Bourhis,M,178,73,Senegal
14123,Celia Bourihane,F,177,60,Algeria
14124,Bruce Bourke,M,0,0,Australia
14125,"Fiona ""Fi"" Bourke",F,187,75,New Zealand
14126,Glenn Bourke,M,0,0,Australia
14127,"Catherine ""Triny"" Bourkel (-Hommel)",F,170,60,Luxembourg
14128,"Clifford Frederick ""Cliff"" Bourland",M,183,75,United States
14129,Charles Clayton Bourne,M,0,0,Canada
14130,Grayson Hugh Bourne,M,0,0,Great Britain
14131,Frederick Munroe Bourne,M,0,0,Canada
14132,Robert Croft Bourne,M,0,0,"New College, Oxford-2"
14133,Shae-Lynn Bourne (-Morozov),F,163,53,Canada
14134,"Edward Owen ""Teddy"" Bourne",M,190,72,Great Britain
14135,Robin Edwin George Bourne-Taylor,M,190,92,Great Britain
14136,Chantal Bournissen,F,171,67,Switzerland
14137,Ioannis Bourousis,M,215,108,Greece
14138,Claude Bourquard,M,173,70,France
14139,Franois Bourque,M,182,88,Canada
14140,"Raymond Jean ""Ray"" Bourque",M,180,97,Canada
14141,Herv Bourquel,M,198,98,France
14142,Hans Bourquin,M,0,0,Switzerland
14143,Larbi Bourrada,M,188,88,Algeria
14144,Andr Bourreau,M,164,68,France
14145,Bernard Bourreau,M,164,63,France
14146,Philippe Bourret,M,191,88,Canada-1
14147,Bourry,M,0,0,France
14148,Fabian Bourzat,M,180,74,France-2
14149,Abdel Aziz Bousarsar,M,182,74,Tunisia
14150,Hedi Bousarsar,M,186,80,Tunisia
14151,Rashid Bousarsar,M,183,80,Tunisia
14152,Peter Bouschen,M,181,78,West Germany
14153,"Richard James ""Dick"" Boushka",M,195,95,United States
14154,Josef Bouka,M,172,69,Czechoslovakia
14155,Pierre Flicien Bousmanne,M,0,0,Belgium
14156,Noureddine Bousnina,M,186,80,Tunisia
14157,Ouissem Bousnina,M,188,77,Tunisia
14158,Adolphe Ren Bousquet,M,167,72,France
14159,"Frdric Thierry Roger ""Frd"" Bousquet",M,188,86,France
14160,Bahia Boussad,F,146,48,Algeria
14161,Anis Al-Boussaidi,M,170,74,Tunisia
14162,Herv Boussard,M,185,69,France
14163,Mourad Boussebt,M,181,77,Algeria
14164,Maxime Bousselaire,M,0,0,France
14165,Jean-Jacques Boussemart,M,178,65,France
14166,Jean Boussod,M,0,0,Compigne Polo Club
14167,Antoine Boussombo,M,178,69,Gabon
14168,Cdric Boussoughou Mabikou,M,170,68,Gabon
14169,John Edmond Hugh Boustead,M,0,0,Great Britain
14170,Michel Boutard,M,169,59,France
14171,Simone Boutarel,F,0,0,France
14172,Moulay Brahim Boutayeb,M,171,60,Morocco
14173,Hammou Boutayeb,M,173,60,Morocco
14174,Abdel Amid Boutefnouchet,M,0,0,France
14175,Thomas Boutellier,M,186,77,Switzerland
14176,Robert Adriaan Bouten,M,184,78,Netherlands
14177,Patrick Boutet,M,168,58,France
14178,Jeremie Boutherin,M,175,77,France-2
14179,Stphane Bouthiaux,M,188,79,France
14180,KC Boutiette,M,180,70,United States
14181,Robert Boutigny,M,177,78,France
14182,Jan Adolf Boutmy Prins,M,180,72,Netherlands Antilles
14183,"Johannes Wouter ""Joop"" Boutmy",M,0,0,Netherlands
14184,Alphonse Bouton,M,0,0,France
14185,Philippe Bouvatier,M,182,67,France
14186,Paul Bouveret,M,0,0,France
14187,Charles A. Bouvet (-Bionda),M,174,74,France
14188,Didier Bouvet,M,177,72,France
14189,Fanny Bouvet,F,163,59,France
14190,Sofian Bouvet,M,173,63,France
14191,Andr Bouvier,M,0,0,France
14192,Charles Bouvier,M,0,0,Switzerland-1
14193,ric Bouvier,M,196,100,France
14194,Henri Bouvier,M,0,0,France
14195,Nathalie Bouvier,F,168,59,France
14196,Pierre Bouvier,M,0,0,France
14197,Stphanie Bouvier,F,163,58,France
14198,Xavier Bouvier,M,172,84,Switzerland
14199,"Mei Yen ""Christel"" Bouvron",F,165,62,Singapore
14200,"Charles ""Charly"" Bouvy",M,182,71,Belgium
14201,"Nicolaas Jan Jerme ""Nico"" Bouvy",M,0,0,Netherlands
14202,Carline Bouw,F,184,72,Netherlands
14203,Alfons Bouwens,M,0,0,Belgium
14204,"Antonius Hubertus Maria ""Antoine"" Bouwens",M,0,0,Netherlands
14205,"Hermanus Michiel ""Herman"" Bouwens",M,0,0,Netherlands
14206,Gerrit Hendrik Bouwhuis,M,0,0,Netherlands
14207,"Henricus Nicolaas ""Henk"" Bouwman",M,0,0,Netherlands
14208,Jan Bouwman,M,196,92,Netherlands
14209,Arnoldus Leonardus Hendricus Roderik Bouwman,M,185,84,Netherlands
14210,Jay Daniel Bouwmeester,M,193,95,Canada
14211,Marit Bouwmeester,F,177,68,Netherlands
14212,Lyes Bouyacoub,M,185,100,Algeria
14213,Noureddine Bouyahiaoui,M,180,77,Morocco
14214,Willan Bouza,M,0,0,Uruguay
14215,Alexandre Bouzaid,M,168,75,Senegal
14216,Rmulo Bouzas Rodrguez,M,186,72,Mexico
14217,Vladimr Bouzek,M,0,0,Czechoslovakia
14218,Fouad Bouzenada,M,0,67,Algeria
14219,Azzedine Bouzerar,M,180,78,Algeria
14220,Malik Bouziane,M,170,54,Algeria
14221,Mohamed Bouziane,M,187,87,Algeria
14222,Lakdar Bouzid,M,178,75,Tunisia
14223,Ioanna Bouziou,F,175,64,Greece
14224,Jol Bouzou,M,180,71,France
14225,Cristian Ludovico Ernesto Bove,M,0,0,Argentina
14226,Floris Jan Bovelander,M,185,90,Netherlands
14227,George Richard Lycott Bovell,M,196,74,Trinidad and Tobago
14228,"Nicholas ""Nick"" Edward Anthony Bovell",M,183,76,Trinidad and Tobago
14229,Frode Bovim,M,181,76,Norway
14230,Oleg Georgiyevich Bovin,M,189,83,Soviet Union
14231,Victor Joseph Bovington,M,0,0,Great Britain
14232,Maurice Bovis,M,0,0,France
14233,Alessandro Bovo,M,185,78,Italy
14234,Cesare Bovo,M,181,75,Italy
14235,Arnaud Bovolenta,M,170,92,France
14236,Vigor Bovolenta,M,202,95,Italy
14237,Enrico Bovone,M,210,105,Italy
14238,Philippe Bovy,M,0,0,Belgium
14239,"Donald Paul ""Don"" Bowden",M,190,73,United States
14240,Josiah Frederick Dollin Bowden,M,0,0,Great Britain
14241,Kirsty Louise Bowden,F,172,70,Great Britain
14242,Robert Norris Bowden,M,0,0,Canada
14243,Scott Bowden,M,175,65,Australia
14244,Walter Bowden,M,0,0,United States
14245,Philip Ernest Bowden-Smith,M,0,0,Great Britain
14246,Ian Walter John Bowditch,M,186,86,Australia
14247,"Kristen Robert ""Kris"" Bowditch",M,186,60,Great Britain
14248,Brittany Starr Bowe,F,170,66,United States
14249,Riddick Lamont Bowe,M,195,99,United States
14250,Alex Bowen,M,196,102,United States
14251,"Sandra ""Sandi"" Bowen",F,180,73,Australia
14252,"Kate Elizabeth ""Katie"" Bowen-Duncan",F,172,56,New Zealand
14253,Carol Ann Bower,F,172,74,United States
14254,Hagen John Bower,M,0,0,New Zealand
14255,John Ford Bower,M,178,83,United States
14256,Mervyn John Bower,M,0,0,Australia
14257,Jodie Bowering,F,167,67,Australia
14258,Dianne Marie Bowering-Burge,F,157,50,Australia
14259,Alfred James Bowerman,M,0,0,Devon and Somerset Wanderers
14260,"William Jay Bowerman, Jr.",M,178,69,United States
14261,Sharon Ruth Bowes,F,170,75,Canada
14262,"Edwin ""Eddie"" Bowey",M,0,0,Great Britain
14263,Ian Home Bowhill,M,0,0,Great Britain
14264,Christopher Robert Bowie,M,177,72,Canada
14265,Mary Jane Dyment Bowie (-Finlayson),F,0,0,Canada
14266,"Frentorish ""Tori"" Bowie",F,175,58,United States
14267,Daniel Bowker,M,191,89,Australia
14268,David Graham Bowker,M,0,0,Vision
14269,Paul Martin Bowler,M,170,65,Great Britain
14270,Walter Bowler,M,0,63,Canada
14271,Christopher Bowles,M,172,78,Great Britain
14272,"Daniel ""Dan"" Bowling",M,0,0,Great Britain
14273,"Chester A. ""Chet"" Bowman",M,175,70,United States
14274,Christopher Nicol Bowman,M,178,70,United States
14275,Janine Ann Bowman,F,168,61,United States
14276,"Maddison Michelle ""Maddie"" Bowman",F,155,63,United States
14277,Noah Bowman,M,178,69,Canada
14278,Roscoe Leroy Bowman,M,0,0,United States
14279,Sandra Bowman (-Jinks),F,168,61,Great Britain
14280,"Sidney Shepherd ""Sid"" Bowman",M,175,70,United States
14281,Stuart Bowman,M,178,76,Great Britain
14282,William Law Bowman,M,0,0,United States
14283,"Deborah Ann ""Debbie"" Bowman-Sullivan",F,165,57,Australia
14284,Heather Erin Bown,F,188,90,United States
14285,Shaun Patrick Bownes,M,194,93,South Africa
14286,"Vernon A. ""Vern"" Bowrey",M,175,53,Australia
14287,Dennis Chester Bowsher,M,175,73,United States
14288,Brenda Bowskill,F,170,68,Canada
14289,Bernadette Maria Bowyer (Casey-),F,162,63,Canada
14290,Diana Box Alonso,F,172,64,Spain
14291,"Kenneth James ""Ken"" Box",M,0,0,Great Britain
14292,Michael Joeseph Boxall,M,190,95,New Zealand
14293,Helmi Boxberger,F,174,63,West Germany
14294,"Jacques ""Jacky"" Boxberger",M,183,70,France
14295,Keith Thomas Boxell,M,170,87,Great Britain
14296,"Bernardina Maria ""Berny"" Boxem-Lenferink",F,172,55,Netherlands
14297,Christina Tracy Boxer-Cahill,F,164,51,Great Britain
14298,Gillian Dewey Boxx,F,170,0,United States
14299,Shannon Leigh Boxx,F,172,67,United States
14300,Philipp Boy,M,172,67,Germany
14301,Ricardo Jos Boy,M,0,0,Angola
14302,Renate Boy-Garisch-Culmberger,F,175,98,Germany
14303,Bruno Boyadjian,M,170,68,France
14304,Biser Boyadzhiev,M,184,85,Bulgaria
14305,Bozhidar Khristomirov Boyadzhiev,M,183,120,Bulgaria
14306,Georgi Spasov Boyadzhiev,M,177,76,Bulgaria
14307,Miroslav Boyadzhiev,M,180,78,Bulgaria
14308,Stanislav Boyadzhiev,M,187,80,Bulgaria
14309,John Dennis Boyagis,M,0,0,Great Britain
14310,Khristina Boyanova,F,164,47,Bulgaria
14311,Philippe Boyard,M,0,0,France
14312,Svetlana Sergeyevna Boyarkina-Zhurova,F,176,64,Russia
14313,Nataliya Sergeyevna Boyarskaya,F,167,67,Russia
14314,Klavdiya Sergeyevna Boyarskikh,F,159,60,Soviet Union
14315,"William George ""Billy"" Boyce",M,0,0,Australia
